"Game Title";"Console";"Year";"Genre";"Company";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Squinkies 2: Adventure Mall Surprize!";"Nintendo DS";2011;"Platform";"Activision";0.1;0.0;0.0;0.1
"Wizardry VI: Bane of the Cosmic Forge";"Super Nintendo";1995;"Role-Playing";"ASCII Entertainment";0.0;0.0;0.1;0.1
"Power Pocket Koushien";"Nintendo DS";2005;"Sports";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Gravity Games Bike: Street Vert Dirt";"PS2";2002;"Sports";"Midway Games";0.05;0.04;0.0;0.1
"Contact";"Nintendo DS";2006;"Role-Playing";"Rising Star Games";0.07;0.0;0.03;0.1
"Pro Yaky? Spirits 2010";"PS2";2010;"Sports";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Princess Debut";"Nintendo DS";2008;"Misc";"Cave";0.1;0.0;0.0;0.1
"My First Dollhouse";"Nintendo DS";2010;"Misc";"505 Games";0.1;0.0;0.0;0.1
"Cloudy With a Chance of Meatballs";"PS3";2009;"Platform";"Ubisoft";0.09;0.01;0.0;0.1
"Family Party: 30 Great Games";"Nintendo Wii";2008;"Misc";"D3Publisher";0.09;0.01;0.0;0.1
"Top Spin";"PS2";2005;"Sports";"Take-Two Interactive";0.05;0.04;0.0;0.1
"Derby Stallion P";"PSP";2006;"Sports";"Enterbrain";0.0;0.0;0.1;0.1
"Kenka Bancho Bros: Tokyo Battle Royale";"PSP";2012;"Action";"Spike";0.0;0.0;0.1;0.1
"UFC: Tapout 2";"XBOX";2003;"Fighting";"Capcom";0.08;0.02;0.0;0.1
"Adventure Time: Finn & Jake Investigations";"PS3";2015;"Action";"Little Orbit";0.02;0.07;0.0;0.1
"Kamen Rider: Battride War II";"PS3";2014;"Action";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage";"Nintendo DS";2007;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Thrillville: Off the Rails";"PSP";2007;"Strategy";"LucasArts";0.09;0.0;0.0;0.1
"Imagine: Soccer Captain";"Nintendo DS";2009;"Sports";"Ubisoft";0.1;0.0;0.0;0.1
"Jikkyou Powerful Pro Yakyuu 10";"Nintendo GameCube";2003;"Sports";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Vexx";"XBOX";2003;"Platform";"Acclaim Entertainment";0.08;0.02;0.0;0.1
"F1 Career Challenge";"PS2";2003;"Racing";"Electronic Arts";0.05;0.04;0.0;0.1
"Taiko no Tatsujin: V Version";"PlayStation Vita";2015;"Action";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Pariah";"XBOX";2005;"Action";"Hip Interactive";0.08;0.02;0.0;0.1
"Cabela's Outdoor Adventures";"XBOX";2005;"Sports";"Zoo Digital Publishing";0.08;0.02;0.0;0.1
"Agatha Christie: The ABC Murders";"Nintendo DS";2009;"Adventure";"JoWood Productions";0.08;0.01;0.0;0.1
"Metal Slug 3";"XBOX";2004;"Shooter";"Ignition Entertainment";0.08;0.02;0.0;0.1
"The Smurfs 2";"Nintendo Wii";2013;"Platform";"Ubisoft";0.0;0.09;0.0;0.1
"Motocross Mania 3";"PS2";2004;"Racing";"Take-Two Interactive";0.05;0.04;0.0;0.1
"Fatal Frame 2: Wii Edition";"Nintendo Wii";2012;"Action";"Nintendo";0.0;0.0;0.1;0.1
"Dancing on Ice";"Nintendo Wii";2010;"Sports";"Ghostlight";0.0;0.09;0.0;0.1
"Pro Yakyuu Famista DS 2009";"Nintendo DS";2009;"Sports";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Banjo-Pilot";"Gameboy Advanced";2005;"Racing";"THQ";0.07;0.03;0.0;0.1
"Family Feud: 2012 Edition";"XBOX 360";2011;"Misc";"Ubisoft";0.1;0.0;0.0;0.1
"Gallop Racer 2006";"PS2";2005;"Sports";"Tecmo Koei";0.02;0.02;0.06;0.1
"Army Corps of Hell";"PlayStation Vita";2011;"Action";"Square Enix";0.05;0.04;0.0;0.1
"Frogger: Ancient Shadow";"PS2";2005;"Platform";"Konami Digital Entertainment";0.05;0.04;0.0;0.1
"Digimon Story: Lost Evolution";"Nintendo DS";2010;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Exit DS";"Nintendo DS";2008;"Puzzle";"Square Enix";0.09;0.0;0.01;0.1
"Ski-Doo Snowmobile Challenge";"PS3";2009;"Racing";"PQube";0.1;0.0;0.0;0.1
"Universe at War: Earth Assault";"XBOX 360";2008;"Action";"Sega";0.09;0.01;0.0;0.1
"Despicable Me: The Game";"PS2";2010;"Platform";"D3Publisher";0.05;0.04;0.0;0.1
"Metal Arms: Glitch in the System";"Nintendo GameCube";2003;"Shooter";"Vivendi Games";0.08;0.02;0.0;0.1
"The Whispered World";"PC";2009;"Adventure";"Deep Silver";0.0;0.08;0.0;0.1
"Tom Clancy's Splinter Cell: Chaos Theory";"Nintendo GameCube";2005;"Action";"Ubisoft";0.08;0.02;0.0;0.1
"Learn Chess";"Nintendo DS";2009;"Misc";"DreamCatcher Interactive";0.1;0.0;0.0;0.1
"Escape From Monkey Island";"PS2";2001;"Adventure";"LucasArts";0.05;0.04;0.0;0.1
"Leisure Suit Larry: Box Office Bust";"PS3";2009;"Adventure";"Codemasters";0.06;0.03;0.0;0.1
"The Wolf Among Us";"PS3";2014;"Adventure";"Telltale Games";0.05;0.03;0.0;0.1
"Mickey's Speedway USA (weekly JP sales)";"Nintendo 64";2000;"Racing";"Nintendo";0.0;0.0;0.1;0.1
"Who Wants to Be a Millionaire: 3rd Edition";"Nintendo Wii";2010;"Misc";"Ubisoft";0.1;0.0;0.0;0.1
"Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!";"PSP";2006;"Adventure";"Sony Computer Entertainment";0.0;0.0;0.1;0.1
"Miami Law";"Nintendo DS";2009;"Adventure";"Konami Digital Entertainment";0.1;0.0;0.0;0.1
"Macross 30: Ginga o Tsunagu Utagoe";"PS3";2013;"Shooter";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Kidou Senshi Gundam UC";"PS3";2012;"Action";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Yu-Gi-Oh! 5D's Wheelie Breakers";"Nintendo Wii";2009;"Racing";"Konami Digital Entertainment";0.09;0.01;0.0;0.1
"Nicktoons: MLB";"Nintendo DS";2011;"Sports";"Take-Two Interactive";0.1;0.0;0.0;0.1
"Gretzky NHL";"PSP";2005;"Sports";"Sony Computer Entertainment";0.1;0.0;0.0;0.1
"Corvette Evolution GT";"Nintendo DS";2008;"Racing";"Black Bean Games";0.1;0.0;0.0;0.1
"May's Mystery: Forbidden Memories";"Nintendo DS";2011;"Puzzle";"Mastertronic";0.05;0.04;0.0;0.1
"PictoImage";"Nintendo DS";2007;"Puzzle";"Sega";0.1;0.0;0.0;0.1
"Etrian Odyssey II: Heroes of Lagaard";"Nintendo 3DS";2014;"Role-Playing";"Atlus";0.0;0.0;0.1;0.1
"Ridge Racer 2";"PSP";2006;"Racing";"Sony Computer Entertainment";0.0;0.03;0.07;0.1
"Momotarou Dentetsu 16";"Nintendo Wii";2007;"Misc";"Hudson Soft";0.0;0.0;0.1;0.1
"Igor: The Game";"Nintendo Wii";2008;"Adventure";"CDV Software Entertainment";0.09;0.0;0.0;0.1
"Dropship: United Peace Force";"PS2";2002;"Simulation";"Sony Computer Entertainment";0.05;0.04;0.0;0.1
"Road Rash: Jailbreak";"Gameboy Advanced";2003;"Racing";"Zoo Digital Publishing";0.07;0.03;0.0;0.1
"Rome: Total War";"PC";2004;"Strategy";"Activision";0.0;0.08;0.0;0.1
"Green Lantern: Rise of the Manhunters";"Nintendo Wii";2011;"Action";"Warner Bros. Interactive Entertainment";0.06;0.04;0.0;0.1
"Castlevania: Lords of Shadow 2";"XBOX 360";2014;"Action";"Konami Digital Entertainment";0.02;0.07;0.0;0.1
"Lucha Libre AAA: Heroes del Ring";"PS3";2010;"Fighting";"Konami Digital Entertainment";0.1;0.0;0.0;0.1
"Syberia";"XBOX";2003;"Action";"Microids";0.08;0.02;0.0;0.1
"G1 Jockey 3";"PS2";2002;"Sports";"THQ";0.02;0.01;0.07;0.1
"Shrek: Forever After";"XBOX 360";2010;"Platform";"Activision";0.09;0.0;0.0;0.1
"Revolution X";"PS";1995;"Shooter";"Acclaim Entertainment";0.06;0.04;0.0;0.1
"Myst";"Nintendo DS";2007;"Adventure";"Midway Games";0.09;0.0;0.0;0.1
"Little Battlers eXperience W";"Nintendo 3DS";2013;"Role-Playing";"Level 5";0.0;0.0;0.1;0.1
"Riviera: The Promised Land";"Gameboy Advanced";2004;"Role-Playing";"Sting";0.07;0.03;0.0;0.1
"Risen 3: Titan Lords";"PS3";2014;"Role-Playing";"Deep Silver";0.02;0.06;0.0;0.1
"Top Gun: Combat Zones";"Gameboy Advanced";2004;"Simulation";"Mastiff";0.07;0.03;0.0;0.1
"Bujingai: The Forsaken City";"PS2";2003;"Fighting";"505 Games";0.05;0.04;0.0;0.1
"Doko Demo Issho";"PSP";2004;"Misc";"Sony Computer Entertainment";0.0;0.0;0.1;0.1
"Alvin and the Chipmunks: The Squeakquel";"Nintendo Wii";2009;"Misc";"Majesco Entertainment";0.09;0.0;0.0;0.1
"The Story of Noah's Ark";"Nintendo DS";2010;"Action";"SouthPeak Games";0.1;0.0;0.0;0.1
"Brooktown High: Senior Year";"PSP";2007;"Simulation";"Konami Digital Entertainment";0.09;0.0;0.0;0.1
"Astro Boy: The Video Game";"Nintendo DS";2009;"Action";"D3Publisher";0.09;0.0;0.0;0.1
"Zombie Army Trilogy";"XBOX One";2015;"Shooter";"Rebellion Developments";0.04;0.05;0.0;0.1
"Beyond Good & Evil";"XBOX";2003;"Adventure";"Ubisoft";0.08;0.02;0.0;0.1
"Blitz: The League II";"XBOX 360";2008;"Sports";"Midway Games";0.08;0.01;0.0;0.1
"Death By Degrees";"PS2";2005;"Action";"Sony Computer Entertainment";0.05;0.04;0.0;0.1
"Vandal Hearts II";"PS";1999;"Strategy";"Konami Digital Entertainment";0.06;0.04;0.0;0.1
"Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu";"PS";1995;"Fighting";"Atlus";0.0;0.0;0.1;0.1
"Samurai Warriors Chronicles 2nd";"Nintendo 3DS";2012;"Action";"Ubisoft Annecy";0.0;0.0;0.1;0.1
"Medal of Honor: Vanguard";"Nintendo Wii";2007;"Shooter";"Electronic Arts";0.06;0.03;0.0;0.1
"Toaru Majutsu no Index";"PSP";2011;"Adventure";"Kadokawa Shoten";0.0;0.0;0.1;0.1
"Dora's Cooking Club";"Nintendo DS";2010;"Misc";"Take-Two Interactive";0.08;0.01;0.0;0.1
"ESA Game Pack";"PS3";2010;"Misc";"Sony Computer Entertainment";0.09;0.0;0.0;0.1
"America's Next Top Model";"Nintendo DS";2008;"Action";"Eidos Interactive";0.1;0.0;0.0;0.1
"God Eater 2: Rage Burst";"PS4";2015;"Role-Playing";"Namco Bandai Games";0.0;0.01;0.09;0.1
"Uta no Prince-Sama: Music";"PSP";2011;"Misc";"Broccoli";0.0;0.0;0.1;0.1
"UNO / Skip-Bo / UNO Freefall";"Nintendo DS";2006;"Misc";"Zoo Digital Publishing";0.1;0.0;0.0;0.1
"Culdcept DS";"Nintendo DS";2008;"Strategy";"Sega";0.0;0.0;0.1;0.1
"Colin McRae Rally 04";"XBOX";2004;"Racing";"Codemasters";0.08;0.02;0.0;0.1
"Monster Jam: Maximum Destruction";"Gameboy Advanced";2002;"Racing";"Ubisoft";0.07;0.03;0.0;0.1
"The King of Fighters: Dream Match 1999";"Sega Dreamcast";1999;"Fighting";"SNK";0.0;0.0;0.1;0.1
"FIFA Street";"XBOX";2005;"Sports";"Electronic Arts";0.08;0.02;0.0;0.1
"Truth or Lies";"Nintendo Wii";2010;"Misc";"THQ";0.04;0.05;0.0;0.1
"Weiss Schwarz Portable";"PSP";2011;"Strategy";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Kirarin * Revolution: Mezase! Idol Queen";"Nintendo DS";2007;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Dungeons & Dragons Tactics";"PSP";2007;"Strategy";"Atari";0.09;0.0;0.0;0.1
"X-Men: Children of the Atom";"PS";1998;"Fighting";"Acclaim Entertainment";0.06;0.04;0.0;0.1
"Hot Wheels: Stunt Track Challenge";"XBOX";2004;"Racing";"THQ";0.08;0.02;0.0;0.1
"Dora & Kai-Lan's Pet Shelter";"Nintendo DS";2011;"Strategy";"Take-Two Interactive";0.08;0.01;0.0;0.1
"DJ Max Fever";"PSP";2009;"Misc";"PM Studios";0.09;0.0;0.0;0.1
"Math Blaster in the Prime Adventure";"Nintendo DS";2009;"Misc";"Majesco Entertainment";0.09;0.0;0.0;0.1
"Football Director DS";"Nintendo DS";2008;"Sports";"Pinnacle";0.0;0.1;0.0;0.1
"Shellshock";"PS";1995;"Action";"Core Design Ltd.";0.06;0.04;0.0;0.1
"Blue Stinger";"Sega Dreamcast";1999;"Adventure";"Activision";0.0;0.0;0.1;0.1
"Yggdra Union: We'll Never Fight Alone";"PSP";2008;"Role-Playing";"Sting";0.05;0.0;0.04;0.1
"The Destiny of Zorro";"Nintendo Wii";2009;"Action";"505 Games";0.1;0.0;0.0;0.1
"Hot Wheels Ultimate Racing";"PSP";2007;"Action";"Activision";0.09;0.0;0.0;0.1
"Capcom vs. SNK 2 EO";"XBOX";2003;"Fighting";"Capcom";0.08;0.02;0.0;0.1
"Inazuma Eleven GO Strikers 2013";"Nintendo Wii";2012;"Role-Playing";"Level 5";0.0;0.0;0.1;0.1
"Metal Gear Solid HD Edition";"PS3";2011;"Action";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Hunter: The Reckoning";"Nintendo GameCube";2002;"Action";"Virgin Interactive";0.08;0.02;0.0;0.1
"Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS";"Nintendo DS";2007;"Misc";"Paon";0.0;0.0;0.1;0.1
"Urban Chaos";"PS";1999;"Action";"Eidos Interactive";0.06;0.04;0.0;0.1
"Creeper World 3: Arc Eternal";"Nintendo Wii";2009;"Strategy";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Monkey Mischief! Party Time";"Nintendo Wii";2008;"Misc";"Activision";0.09;0.0;0.0;0.1
"Draglade";"Nintendo DS";2007;"Fighting";"505 Games";0.09;0.0;0.0;0.1
"DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun";"Nintendo DS";2007;"Misc";"Shogakukan";0.0;0.0;0.1;0.1
"Water Sports";"Nintendo Wii";2009;"Action";"Avanquest";0.05;0.04;0.0;0.1
"Freaky Flyers";"PS2";2003;"Racing";"Midway Games";0.05;0.04;0.0;0.1
"Baten Kaitos Origins";"Nintendo GameCube";2006;"Role-Playing";"Unknown";0.06;0.02;0.02;0.1
"E·O·E: Eve of Extinction";"PS2";2002;"Fighting";"Eidos Interactive";0.04;0.03;0.02;0.1
"Pro Evolution Soccer 2016";"XBOX One";2015;"Sports";"Konami Digital Entertainment";0.03;0.06;0.0;0.1
"Dark Summit";"XBOX";2001;"Sports";"THQ";0.08;0.02;0.0;0.1
"Penguin no Mondai: The World";"Nintendo DS";2010;"Adventure";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Yaiba: Ninja Gaiden Z";"PS3";2014;"Action";"Tecmo Koei";0.05;0.04;0.0;0.1
"Flushed Away";"Nintendo DS";2006;"Platform";"D3Publisher";0.09;0.0;0.0;0.1
"Surf's Up";"XBOX 360";2007;"Sports";"Ubisoft";0.09;0.0;0.0;0.1
"Hakuouki Portable";"PSP";2009;"Adventure";"Idea Factory";0.0;0.0;0.1;0.1
"NHL 2004";"Nintendo GameCube";2003;"Sports";"Electronic Arts";0.08;0.02;0.0;0.1
"Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage";"XBOX 360";2009;"Role-Playing";"Bethesda Softworks";0.09;0.01;0.0;0.1
"Cabela's Adventure Camp";"XBOX 360";2011;"Misc";"Activision";0.07;0.02;0.0;0.1
"KORG DS-10 Synthesizer Plus";"Nintendo DS";2009;"Misc";"AQ Interactive";0.08;0.0;0.02;0.1
"World Snooker Championship 2007";"PS3";2007;"Sports";"Sega";0.0;0.1;0.0;0.1
"X-Men: The Official Game";"XBOX";2006;"Action";"Activision";0.08;0.02;0.0;0.1
"RLH: Run Like Hell";"PS2";2002;"Shooter";"Virgin Interactive";0.05;0.04;0.0;0.1
"Digimon Adventure";"PSP";2013;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Doom 3";"PC";2004;"Shooter";"Activision";0.05;0.04;0.0;0.1
"The Ant Bully";"PS2";2006;"Platform";"Midway Games";0.05;0.04;0.0;0.1
"Conflict: Global Terror";"XBOX";2005;"Shooter";"SCi";0.08;0.02;0.0;0.1
"Minority Report: Everybody Runs";"Nintendo GameCube";2002;"Action";"Activision";0.08;0.02;0.0;0.1
"Monster Rancher EVO";"PS2";2005;"Role-Playing";"Tecmo Koei";0.02;0.02;0.05;0.1
"Project Hacker: Kakusei";"Nintendo DS";2006;"Action";"Nintendo";0.0;0.0;0.1;0.1
"Pajama Sam: Don't Fear The Dark";"Nintendo Wii";2008;"Adventure";"Atari";0.09;0.0;0.0;0.1
"GRID Autosport";"XBOX 360";2014;"Racing";"Codemasters";0.03;0.06;0.0;0.1
"World Series of Poker 2008: Battle for the Bracelets";"PS3";2007;"Misc";"Activision";0.08;0.01;0.0;0.1
"Wasteland 2";"PS4";2015;"Role-Playing";"Deep Silver";0.07;0.0;0.01;0.1
"Guitar Hero: Van Halen";"PS2";2009;"Misc";"Activision";0.05;0.04;0.0;0.1
"Olympic Summer Games: Atlanta 1996";"PS";1996;"Sports";"U.S. Gold";0.06;0.04;0.0;0.1
"Little League World Series Baseball 2008";"Nintendo Wii";2008;"Sports";"Activision";0.09;0.0;0.0;0.1
"Disney's The Haunted Mansion";"Nintendo GameCube";2003;"Platform";"Take-Two Interactive";0.08;0.02;0.0;0.1
"Tatsunoko vs. Capcom: Cross Generation of Heroes";"Nintendo Wii";2008;"Fighting";"Capcom";0.0;0.0;0.1;0.1
"Alvin and the Chipmunks: Chipwrecked";"XBOX 360";2011;"Misc";"505 Games";0.08;0.01;0.0;0.1
"Darius Gaiden";"Sega Saturn";1995;"Shooter";"Acclaim Entertainment";0.0;0.0;0.1;0.1
"All Kamen Rider: Rider Generation 2";"Nintendo DS";2012;"Action";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Beach Spikers: Virtua Beach Volleyball";"Nintendo GameCube";2002;"Sports";"Sega";0.08;0.02;0.0;0.1
"Total War: WARHAMMER";"PC";2016;"Strategy";"Sega";0.0;0.1;0.0;0.1
"Tom Clancy's Ghost Recon: Predator";"PSP";2010;"Shooter";"Ubisoft";0.07;0.02;0.0;0.1
"You Don't Know Jack: Mock 2";"PS";2000;"Misc";"Vivendi Games";0.06;0.04;0.0;0.1
"Blue Dragon: Awakened Shadow";"Nintendo DS";2009;"Role-Playing";"Namco Bandai Games";0.06;0.0;0.03;0.1
"3D Tank Warfare Simulator Panzer Front";"PS";1999;"Simulation";"Avalon Interactive";0.06;0.04;0.0;0.1
"[Prototype 2]";"PC";2012;"Action";"Activision";0.07;0.02;0.0;0.1
"NASCAR The Game: Inside Line";"XBOX 360";2012;"Racing";"Activision";0.09;0.0;0.0;0.1
"Sudoku Mania";"Nintendo DS";2006;"Puzzle";"Zoo Digital Publishing";0.09;0.0;0.0;0.1
"Blades of Time";"PS3";2012;"Action";"Konami Digital Entertainment";0.04;0.03;0.01;0.1
"Rolling Stone: Drum King";"Nintendo Wii";2009;"Misc";"505 Games";0.09;0.0;0.0;0.1
"Jade Cocoon 2";"PS2";2001;"Role-Playing";"Ubisoft";0.05;0.04;0.0;0.1
"Lord of Apocalypse";"PlayStation Vita";2011;"Role-Playing";"Square Enix";0.0;0.0;0.1;0.1
"Bejeweled Twist";"Nintendo DS";2010;"Puzzle";"PopCap Games";0.0;0.09;0.0;0.1
"Rock Band 3";"Nintendo DS";2010;"Misc";"MTV Games";0.09;0.01;0.0;0.1
"Kabushiki Baibai Trainer: Kabutore!";"Nintendo DS";2006;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.1;0.1
"Sword & Sorcery";"Sega Saturn";1996;"Role-Playing";"Micro Cabin";0.0;0.0;0.1;0.1
"Van Helsing";"Gameboy Advanced";2004;"Action";"Activision";0.07;0.03;0.0;0.1
"NFL Tour";"XBOX 360";2008;"Sports";"Electronic Arts";0.09;0.0;0.0;0.1
"Bee Movie Game";"PS2";2007;"Action";"Activision";0.05;0.04;0.0;0.1
"NBA Live 16";"XBOX One";2015;"Sports";"Electronic Arts";0.08;0.01;0.0;0.1
"Spider-Man: Web of Shadows";"Nintendo DS";2008;"Action";"Activision";0.09;0.0;0.0;0.1
"Bullet Witch";"XBOX 360";2006;"Shooter";"Atari";0.07;0.01;0.02;0.1
"USA Today Puzzle Craze";"Nintendo DS";2009;"Puzzle";"Destineer";0.09;0.0;0.0;0.1
"Machi-Ing Maker 3 x Tousouchuu";"PSP";2010;"Simulation";"D3Publisher";0.0;0.0;0.1;0.1
"Kelly Slater's Pro Surfer";"XBOX";2002;"Sports";"Activision";0.08;0.02;0.0;0.1
"SNK vs. Capcom: SVC Chaos";"XBOX";2004;"Fighting";"Ignition Entertainment";0.08;0.02;0.0;0.1
"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.";"PS2";2005;"Platform";"Global Star";0.05;0.04;0.0;0.1
"Choujikuu Yousai Macross: Ai Oboete Imasu ka";"Sega Saturn";1997;"Shooter";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Vanishing Point";"PS";2001;"Racing";"Acclaim Entertainment";0.06;0.04;0.0;0.1
"SCORE International Baja 1000: The Official Game";"Nintendo Wii";2008;"Racing";"Activision";0.09;0.0;0.0;0.1
"Dragonseeds";"PS";1998;"Action";"Jaleco";0.03;0.02;0.04;0.1
"The Bard's Tale";"XBOX";2004;"Role-Playing";"Ubisoft";0.08;0.02;0.0;0.1
"Opoona";"Nintendo Wii";2007;"Role-Playing";"Tecmo Koei";0.08;0.0;0.01;0.1
"Big League Sports";"Nintendo Wii";2008;"Sports";"Activision";0.09;0.01;0.0;0.1
"nail'd";"XBOX 360";2010;"Racing";"Deep Silver";0.08;0.02;0.0;0.1
"Nodame Cantabile";"Nintendo DS";2007;"Misc";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Alien Hominid";"PS2";2004;"Shooter";"Zoo Digital Publishing";0.05;0.04;0.0;0.1
"Record of Agarest War Zero";"XBOX 360";2010;"Strategy";"Compile Heart";0.09;0.0;0.0;0.1
"L'Aigle de Guerre";"Gameboy Advanced";2001;"Strategy";"Nintendo";0.0;0.0;0.1;0.1
"Jeopardy!";"Nintendo 64";1998;"Misc";"GameTek";0.08;0.02;0.0;0.1
"Disney's Donald Duck: Goin' Quackers";"Nintendo 64";2000;"Platform";"Ubisoft";0.08;0.02;0.0;0.1
"Aidyn Chronicles: The First Mage";"Nintendo 64";2001;"Role-Playing";"THQ";0.08;0.02;0.0;0.1
"Aquapazza: Aquaplus Dream Match";"PS3";2012;"Fighting";"Aqua Plus";0.05;0.0;0.05;0.1
"Virtual Pool 64";"Nintendo 64";1998;"Sports";"Crave Entertainment";0.08;0.02;0.0;0.1
"Indy Racing 2000";"Nintendo 64";2000;"Racing";"Infogrames";0.08;0.02;0.0;0.1
"Flying Dragon";"Nintendo 64";1997;"Fighting";"Natsume";0.08;0.02;0.0;0.1
"International Superstar Soccer 64 (weekly JP sales)";"Nintendo 64";1997;"Sports";"Konami Digital Entertainment";0.0;0.0;0.05;0.1
"Lode Runner 3-D";"Nintendo 64";1998;"Action";"Infogrames";0.08;0.02;0.0;0.1
"The History Channel: Civil War - Secret Missions";"PS3";2008;"Shooter";"Activision";0.09;0.0;0.0;0.1
"GT64 Championship Edition";"Nintendo 64";1998;"Racing";"Ocean";0.08;0.02;0.0;0.1
"Milo's Astro Lanes";"Nintendo 64";1998;"Sports";"Interplay";0.08;0.02;0.0;0.1
"Gekido";"PS";1999;"Fighting";"Infogrames";0.06;0.04;0.0;0.1
"Harry Potter and the Deathly Hallows - Part 1";"PC";2010;"Action";"Electronic Arts";0.08;0.02;0.0;0.1
"Fifi and the Flowertots";"Nintendo DS";2009;"Misc";"Avanquest";0.0;0.09;0.0;0.1
"Disney's The Jungle Book";"Gameboy Advanced";2002;"Platform";"Ubisoft";0.07;0.03;0.0;0.1
"King of Clubs: Mini Golf";"Nintendo Wii";2008;"Sports";"Oxygen Interactive";0.09;0.0;0.0;0.1
"Ultimate Marvel vs. Capcom 3";"PS3";2011;"Fighting";"Capcom";0.0;0.04;0.04;0.1
"Cate West: The Vanishing Files";"Nintendo DS";2008;"Adventure";"Oxygen Interactive";0.08;0.01;0.0;0.1
"Army Men World War: Team Assault";"PS";2001;"Action";"3DO";0.06;0.04;0.0;0.1
"Tom Clancy's Splinter Cell";"Gameboy Advanced";2003;"Action";"Ubisoft";0.07;0.03;0.0;0.1
"Harry Potter and the Deathly Hallows - Part 2";"PC";2011;"Action";"Electronic Arts";0.05;0.04;0.0;0.1
"NHL 2K6";"XBOX 360";2005;"Sports";"Take-Two Interactive";0.09;0.0;0.0;0.1
"Marvel vs. Capcom: Clash of Super Heroes";"Sega Dreamcast";1999;"Fighting";"Capcom";0.0;0.0;0.1;0.1
"NBA Ballers: Rebound";"PSP";2006;"Sports";"Midway Games";0.09;0.0;0.0;0.1
"King's Field: The Ancient City";"PS2";2001;"Role-Playing";"Metro 3D";0.05;0.04;0.0;0.1
"LEGO Rock Raiders";"PS";1999;"Strategy";"LEGO Media";0.06;0.04;0.0;0.1
"Silent Scope Complete";"XBOX";2004;"Shooter";"Konami Digital Entertainment";0.07;0.02;0.0;0.1
"Digimon All-Star Rumble";"PS3";2014;"Fighting";"Namco Bandai Games";0.06;0.03;0.0;0.1
"Ghost in the Shell";"PS";1997;"Simulation";"Sony Computer Entertainment";0.06;0.04;0.0;0.1
"Atelier Sophie: The Alchemist of the Mysterious Book";"PS4";2015;"Role-Playing";"Tecmo Koei";0.01;0.02;0.06;0.1
"Marvel Super Hero Squad: The Infinity Gauntlet";"Nintendo 3DS";2011;"Action";"THQ";0.07;0.02;0.0;0.1
"Evil Dead: Fistfull of Boomstick";"XBOX";2003;"Action";"THQ";0.07;0.02;0.0;0.1
"Tom Clancy's Classic Trilogy";"XBOX";2004;"Shooter";"Ubisoft";0.07;0.02;0.0;0.1
"Harvest Moon DS Cute (jp sales)";"Nintendo DS";2005;"Simulation";"Marvelous Interactive";0.0;0.0;0.1;0.1
"Bleach: Dark Souls (JP sales)";"Nintendo DS";2007;"Fighting";"Sega";0.0;0.0;0.1;0.1
"Indigo Prophecy";"XBOX";2005;"Adventure";"Atari";0.07;0.03;0.0;0.1
"NASCAR '14";"PS3";2014;"Racing";"Deep Silver";0.09;0.0;0.0;0.1
"Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training";"Nintendo DS";2007;"Misc";"Benesse";0.0;0.0;0.1;0.1
"Over the Hedge";"XBOX";2006;"Platform";"Activision";0.07;0.02;0.0;0.1
"Sneakers";"XBOX";2002;"Puzzle";"Microsoft Game Studios";0.07;0.02;0.0;0.1
"Sword Art Online: Lost Song";"PS3";2015;"Role-Playing";"Namco Bandai Games";0.0;0.0;0.1;0.1
"Crime Crackers";"PS";1994;"Role-Playing";"Sony Computer Entertainment";0.0;0.0;0.09;0.1
"Earth Defense Force 2025.1: The Shadow of New Despair";"PS4";2015;"Action";"D3Publisher";0.0;0.0;0.1;0.1
